08/14/2017,-6.3,*,,PURCHASE AUTHORIZED ON 08/14 MARTIN HARDWARE CHARLOTTESVIL VA P00000000847422761 CARD 7300
08/14/2017,-11.75,*,,PURCHASE AUTHORIZED ON 08/13 CHIPOTLE 0798 CHARLOTTESVIL VA S307225807126947 CARD 2686
08/14/2017,-19.45,*,,PURCHASE AUTHORIZED ON 08/13 HARRIS TEETER #017 CHARLOTTESVIL VA S467225761121942 CARD 2686
08/14/2017,-111.36,*,,PURCHASE AUTHORIZED ON 08/13 KROGER #239 CHARLOTTSVILL VA S467225749772598 CARD 2686
08/14/2017,-25,*,,PURCHASE AUTHORIZED ON 08/13 PANERA BREAD #4427 CHARLOTTESVIL VA S307225579449020 CARD 2686
08/14/2017,-90,*,,PURCHASE AUTHORIZED ON 08/13 CHVL ALB AIRPORT CHARLOTTESVLE VA S387225159058783 CARD 2686
08/14/2017,-22.61,*,,PURCHASE AUTHORIZED ON 08/12 FARMERS MARKET2025 CHICAGO IL S307225038141687 CARD 2686
08/14/2017,-37.9,*,,PURCHASE AUTHORIZED ON 08/12 JIMMY JOHNS - 1055 262-632-1800 WI S587224761269030 CARD 2686
08/14/2017,-9.47,*,,PURCHASE AUTHORIZED ON 08/12 PIGGLY WIGGLY #116 SHEBOYGAN FAL WI S467224640036143 CARD 2686
08/14/2017,-22.22,*,,PURCHASE AUTHORIZED ON 08/11 CULVER'S OF STURGE STURGEON BAY WI S307223740024690 CARD 2686
08/14/2017,-8.7,*,,PURCHASE AUTHORIZED ON 08/11 DANISH MILL WASHINGTON IS WI S467223623810774 CARD 2686
08/14/2017,-13.66,*,,PURCHASE AUTHORIZED ON 08/11 DANISH MILL WASHINGTON IS WI S467223621622780 CARD 2686
08/14/2017,-33.5,*,,PURCHASE AUTHORIZED ON 08/10 ALBATROSS DRIVE IN WASHINGTON IS WI S307222668214812 CARD 2686
08/11/2017,-21.1,*,,PURCHASE AUTHORIZED ON 08/10 RED CUP WASHINGTON IS WI S387222569340901 CARD 2686
08/11/2017,-13.29,*,,PURCHASE AUTHORIZED ON 08/10 RED CUP WASHINGTON IS WI S387222519446066 CARD 2686
08/10/2017,-17.41,*,,PURCHASE AUTHORIZED ON 08/08 MANN'S STORE WASHINGTON IS WI S587220805267952 CARD 2686
08/10/2017,-24,*,,PURCHASE AUTHORIZED ON 08/08 ALBATROSS DRIVE IN WASHINGTON IS WI S387220660478654 CARD 2686
08/08/2017,-42.95,*,,PURCHASE AUTHORIZED ON 08/07 PARKER JOHNS BBQ & SHEBOYGAN WI S307219698828519 CARD 2686
08/08/2017,-8.75,*,,PURCHASE AUTHORIZED ON 08/06 EXXONMOBIL 9618 STURTEVANT WI S307218852825912 CARD 2686
08/07/2017,-15.41,*,,PURCHASE AUTHORIZED ON 08/05 TAILWIND CHO LLC CHARLOTTESVIL VA S587216840251968 CARD 2686
08/07/2017,-15.24,*,,PURCHASE AUTHORIZED ON 08/04 CHICK-FIL-A #01856 CHARLOTTESVIL VA S307216789541310 CARD 2686
08/07/2017,-10.38,*,,PURCHASE AUTHORIZED ON 08/04 SQ *COFFEE BAR CHARLOTTESVIL VA S387216448926081 CARD 2686
08/04/2017,-81.08,*,,PURCHASE AUTHORIZED ON 08/03 GREAT OUTDOOR PROV CHARLOTTSVILL VA S587216032467967 CARD 7300
08/04/2017,-8.47,*,,PURCHASE AUTHORIZED ON 08/03 SQ *COFFEE BAR CHARLOTTESVIL VA S307215474145673 CARD 2686
08/04/2017,-36,*,,PURCHASE AUTHORIZED ON 08/03 GOOGLE *Domains g.co/helppay# CA S307215083324236 CARD 2686
08/04/2017,-14.73,*,,PURCHASE AUTHORIZED ON 08/02 CHICK-FIL-A #03187 CHARLOTTESVLE VA S387214801978158 CARD 2686
08/03/2017,-12.5,*,,PURCHASE AUTHORIZED ON 08/02 SKYLINE CLEANERS CHARLOTTESVIL VA S307214752368341 CARD 7300
08/03/2017,-226.4,*,,PURCHASE AUTHORIZED ON 08/02 CHACOS.COM 888-211-1908 MI S307213091334937 CARD 7300
08/03/2017,960.48,*,,eDeposit in Branch/Store 08/03/17 09:05:56 AM 2100 IVY RD CHARLOTTESVILLE VA 6110
08/03/2017,134.78,*,,PURCHASE RETURN AUTHORIZED ON 08/02 MADEWELL #1254 CHARLOTTESVIL VA S617215555094951 CARD 7300
08/02/2017,-7.16,*,,PURCHASE AUTHORIZED ON 08/02 WHOLEFDS CHV #10 1797 CHARLOTTESVIL VA P00307214495554618 CARD 7300
08/01/2017,-134.78,*,,PURCHASE AUTHORIZED ON 08/01 MADEWELL #1254 CHARLOTTESVIL VA P00000000079030152 CARD 7300
08/01/2017,-62.02,*,,PURCHASE AUTHORIZED ON 07/31 HARRIS TEETER #017 CHARLOTTESVIL VA S307212823112522 CARD 7300
08/01/2017,-49.48,*,,PURCHASE AUTHORIZED ON 07/31 OLD NAVY US 6183 CHARLOTTESVIL VA S307212813969550 CARD 7300
08/01/2017,-2.23,*,,PURCHASE AUTHORIZED ON 07/31 THE FRENCH PRESS V WAYNESBORO VA S467212608006262 CARD 7300
08/01/2017,-19.74,*,,PURCHASE AUTHORIZED ON 07/31 COSTCO GAS #1184 CHARLOTTESVIL VA S307212586004567 CARD 7300
07/31/2017,-12.98,*,,PURCHASE AUTHORIZED ON 07/30 MCDONALD'S F3407 CHARLOTTESVIL VA S467211658455879 CARD 2686
07/31/2017,-47.15,*,,PURCHASE AUTHORIZED ON 07/30 LOWES #00517* CHARLOTTESVIL VA S387211648799217 CARD 2686
07/31/2017,-2.05,*,,PURCHASE AUTHORIZED ON 07/30 KROGER #334 CHARLOTTESVIL VA S587211634706882 CARD 2686
07/31/2017,-450,*,,ONLINE TRANSFER REF #IBECNPQ5H4 TO PLATINUM CARD XXXXXXXXXXXX8289 ON 07/29/17
07/31/2017,-14.95,*,,PURCHASE AUTHORIZED ON 07/29 CHICK-FIL-A #01856 CHARLOTTESVIL VA S467210658124827 CARD 2686
07/31/2017,-9.87,*,,PURCHASE AUTHORIZED ON 07/28 FUZZY'S TACO SHOP CHARLOTTESVIL VA S387209800112937 CARD 2686
07/31/2017,-1.59,*,,PURCHASE AUTHORIZED ON 07/28 REDBOX *DVD RENTAL OAKBROOK TER IL S387209732486922 CARD 7300
07/31/2017,-13.39,*,,PURCHASE AUTHORIZED ON 07/28 ALAMO DRAFTHOUSE C CHARLOTTESVIL VA S587209569264869 CARD 2686
07/31/2017,-4.85,*,,PURCHASE AUTHORIZED ON 07/28 BODOS BAGELS CHARLOTTESVIL VA S467209388607170 CARD 2686
07/31/2017,1079.95,*,,"VIRGINIA INSTITU DIRECT DEP 170731 452530489733KJB NACK,ELIZABETH A"
07/28/2017,-17.89,*,,PURCHASE AUTHORIZED ON 07/28 ULTA # 440 CHARLOTTESVIL VA P00000000475637084 CARD 7300
07/28/2017,-10.01,*,,PURCHASE AUTHORIZED ON 07/27 HARRIS TEETER #017 CHARLOTTESVIL VA S307208808667788 CARD 7300
07/28/2017,-7.65,*,,PURCHASE AUTHORIZED ON 07/27 SQ *COFFEE BAR CHARLOTTESVIL VA S387208472205756 CARD 2686
07/28/2017,-36.52,*,,PURCHASE AUTHORIZED ON 07/26 LOWES #00517* CHARLOTTESVIL VA S467207750934225 CARD 7300
07/27/2017,-22.94,*,,PURCHASE AUTHORIZED ON 07/26 SQ *BRAZOS TACOS CHARLOTTESVIL VA S307207816737532 CARD 2686
07/26/2017,-0.99,*,,PURCHASE AUTHORIZED ON 07/26 APL* ITUNES.COM/BI 866-712-7753 CA S467206727359551 CARD 7300
07/26/2017,-38,*,,PURCHASE AUTHORIZED ON 07/26 MOXIE HAIR LOUNGE CHARLOTTESVIL VA S587206679172887 CARD 7300
07/25/2017,-19.92,*,,PURCHASE AUTHORIZED ON 07/24 COSTCO GAS #1184 CHARLOTTESVIL VA S307205794834285 CARD 2686
07/25/2017,-4.6,*,,PURCHASE AUTHORIZED ON 07/23 KROGER #359 CHARLOTTESVLE VA S307205095477146 CARD 2686
07/24/2017,-13.66,*,,PURCHASE AUTHORIZED ON 07/24 THE HOME DEPOT #4654 WAYNESBORO VA P00587205791515761 CARD 7300
07/24/2017,-150.78,*,,PURCHASE AUTHORIZED ON 07/23 KROGER #239 CHARLOTTSVILL VA S307204823208403 CARD 2686
07/24/2017,-18.1,*,,PURCHASE AUTHORIZED ON 07/23 COSTCO GAS #1184 CHARLOTTESVIL VA S387204779312569 CARD 2686
07/24/2017,-9.48,*,,PURCHASE AUTHORIZED ON 07/23 AFTON MOUNTAIN VIN AFTON VA S467204712266177 CARD 7300
07/24/2017,-42.1,*,,PURCHASE AUTHORIZED ON 07/22 MARSHALLS U.S. RTE. 29 CHARLOTTESVIL VA P00000000935285984 CARD 7300
07/24/2017,-16.85,*,,PURCHASE AUTHORIZED ON 07/22 CIRCA INC CHARLOTTESVIL VA S307203765659706 CARD 7300
07/24/2017,-6.32,*,,PURCHASE AUTHORIZED ON 07/22 CIRCA INC CHARLOTTESVIL VA S587203759941817 CARD 7300
07/24/2017,-28.42,*,,PURCHASE AUTHORIZED ON 07/22 FIFTH SEASON GARDENING CHARLOTTESVIL VA P00000000086627745 CARD 7300
07/24/2017,-21.6,*,,PURCHASE AUTHORIZED ON 07/22 SQ *THE BROW HOUSE CHARLOTTESVIL VA S467203705423055 CARD 7300
07/24/2017,-75.63,*,,PURCHASE AUTHORIZED ON 07/22 TARGET 0001 CHARLOTTESVIL VA S467203672962121 CARD 2686
07/24/2017,-28.84,*,,PURCHASE AUTHORIZED ON 07/22 LOWES #00517* CHARLOTTESVIL VA S587203649353016 CARD 2686
07/24/2017,-18.76,*,,PURCHASE AUTHORIZED ON 07/22 CHICK-FIL-A #01856 CHARLOTTESVIL VA S587203603516620 CARD 2686
07/24/2017,-22.05,*,,PURCHASE AUTHORIZED ON 07/21 MELLOW MUSHROOMCHV CHARLOTTESVIL VA S307202822100089 CARD 2686
07/24/2017,-1.59,*,,PURCHASE AUTHORIZED ON 07/21 REDBOX *DVD RENTAL OAKBROOK TER IL S587202813420954 CARD 2686
07/24/2017,-15.74,*,,PURCHASE AUTHORIZED ON 07/22 THE CARVING BOARD CHARLOTTESVIL VA S307202591534990 CARD 2686
07/24/2017,-38.3,*,,PURCHASE AUTHORIZED ON 07/22 TicketsToday*Jeffe 800-594-8499 VA S467202557038549 CARD 2686
07/21/2017,-6.01,*,,PURCHASE AUTHORIZED ON 07/20 SQ *COFFEE BAR CHARLOTTESVIL VA S387201512860447 CARD 7300
07/19/2017,-7.7,*,,PURCHASE AUTHORIZED ON 07/19 WHOLEFDS CHV #10 1797 CHARLOTTESVIL VA P00467200559489700 CARD 7300
07/19/2017,-7.52,*,,PURCHASE AUTHORIZED ON 07/17 DAIRY QUEEN #15163 CHARLOTTESVIL VA S587199041963508 CARD 2686
07/19/2017,-21.06,*,,PURCHASE AUTHORIZED ON 07/17 TARGET 0001 CHARLOTTESVIL VA S467199036756297 CARD 2686
07/18/2017,-10.28,*,,PURCHASE AUTHORIZED ON 07/17 TAIWAN GARDEN CHARLOTTESVIL VA S467198634715366 CARD 2686
07/18/2017,-6.13,*,,PURCHASE AUTHORIZED ON 07/17 TRADER JOE'S #661 CHARLOTTESVIL VA S307198476793375 CARD 7300
07/18/2017,-20.04,*,,PURCHASE AUTHORIZED ON 07/17 COSTCO GAS #1184 CHARLOTTESVIL VA S587198470081999 CARD 7300
07/17/2017,-52.21,*,,PURCHASE AUTHORIZED ON 07/17 KROGER 1159 EMMET S CHARLOTTESVIL VA P00000000452273888 CARD 7300
07/17/2017,-1.4,*,,PURCHASE AUTHORIZED ON 07/17 CVS/PHARMACY #01 01553 WAYNESBORO VA P00587198609278725 CARD 7300
07/17/2017,-5.11,*,,PURCHASE AUTHORIZED ON 07/15 KROGER 1159 EMMET S CHARLOTTESVIL VA P00000000250992194 CARD 7300
07/17/2017,-9.65,*,,PURCHASE AUTHORIZED ON 07/14 ROOTS NATURAL KITC CHARLOTTESVIL VA S307195612180857 CARD 7300
07/17/2017,-4.85,*,,PURCHASE AUTHORIZED ON 07/14 BODOS BAGELS CHARLOTTESVIL VA S587195394628169 CARD 2686
07/17/2017,-16.61,*,,PURCHASE AUTHORIZED ON 07/13 SEDONA TAPHOUSE CHARLOTTESVIL VA S467195038749023 CARD 7300
07/17/2017,-8.17,*,,PURCHASE AUTHORIZED ON 07/16 Amazon.com AMZN.COM/BILL WA S467194444230318 CARD 2686
07/14/2017,1079.94,*,,"VIRGINIA INSTITU DIRECT DEP 170714 941803349213KJB NACK,ELIZABETH A"
07/13/2017,-170.73,*,,PURCHASE AUTHORIZED ON 07/12 AIRBNB 855-424-7262 CA S467193450929116 CARD 7300
07/13/2017,-50.13,*,,PURCHASE AUTHORIZED ON 07/12 AIRBNB 855-424-7262 CA S387193445908907 CARD 7300
07/12/2017,-337.86,*,,PURCHASE AUTHORIZED ON 07/12 AIRBNB 855-424-7262 CA S587193085770877 CARD 7300
07/12/2017,-248.51,*,,PURCHASE AUTHORIZED ON 07/12 AIRBNB 855-424-7262 CA S467193080562160 CARD 7300
07/12/2017,-128.89,*,,PURCHASE AUTHORIZED ON 07/12 AIRBNB 855-424-7262 CA S587193078552287 CARD 7300
07/12/2017,-24.59,*,,PURCHASE AUTHORIZED ON 07/11 NOODLES & CO 459 CHARLOTTESVIL VA S587192839585963 CARD 2686
07/12/2017,-23.11,*,,PURCHASE AUTHORIZED ON 07/11 TRADER JOE'S #661 CHARLOTTESVIL VA S467192837100866 CARD 2686
07/11/2017,-1.59,*,,PURCHASE AUTHORIZED ON 07/09 REDBOX *DVD RENTAL OAKBROOK TER IL S307190863725862 CARD 2686
07/11/2017,-10.81,*,,PURCHASE AUTHORIZED ON 07/09 BARNES & NOBLE #25 CHARLOTTESVIL VA S387190732408501 CARD 2686
07/11/2017,-28.68,*,,PURCHASE AUTHORIZED ON 07/09 5GUYS 0020 QSR CHARLOTTESVIL VA S307190592509454 CARD 2686
07/10/2017,-15.26,*,,PURCHASE AUTHORIZED ON 07/09 KROGER #359 CHARLOTTESVLE VA S307191008182861 CARD 2686
07/10/2017,-101.02,*,,PURCHASE AUTHORIZED ON 07/09 HARRIS TEETER #017 CHARLOTTESVIL VA S307190862117660 CARD 2686
07/10/2017,-8.74,*,,PURCHASE AUTHORIZED ON 07/08 SQ *VERITAS WINERY Afton VA S387189834334577 CARD 2686
07/10/2017,-7.34,*,,PURCHASE AUTHORIZED ON 07/08 KROGER #359 CHARLOTTESVLE VA S587189797354614 CARD 2686
07/10/2017,-20.12,*,,PURCHASE AUTHORIZED ON 07/08 COSTCO GAS #1184 CHARLOTTESVIL VA S467189535981843 CARD 7300
07/10/2017,-20.97,*,,PURCHASE AUTHORIZED ON 07/06 THE ALLEY LIGHT CHARLOTTESVIL VA S467188070975026 CARD 7300
07/10/2017,-30,*,,PURCHASE AUTHORIZED ON 07/06 VERITAS WINERY 877-8773737 VA S587187014087172 CARD 7300
07/06/2017,-51.43,*,,PURCHASE AUTHORIZED ON 07/05 TRADER JOE'S #661 CHARLOTTESVIL VA S587186750853346 CARD 7300
07/05/2017,-10.1,*,,PURCHASE AUTHORIZED ON 07/05 WHOLEFDS CHV #10 1797 CHARLOTTESVIL VA P00587186542560636 CARD 7300
07/03/2017,-98.43,*,,PURCHASE AUTHORIZED ON 07/02 DICKS SPORTING GOO CHARLOTTESVIL VA S387183633780142 CARD 2686
07/03/2017,-113.69,*,,PURCHASE AUTHORIZED ON 07/02 DICKS SPORTING GOO CHARLOTTESVIL VA S587183628406764 CARD 2686
07/03/2017,-19.73,*,,PURCHASE AUTHORIZED ON 07/02 FUZZY'S TACO SHOP CHARLOTTESVIL VA S467183589329286 CARD 2686
07/03/2017,-14.72,*,,PURCHASE AUTHORIZED ON 07/01 CHICK-FIL-A #01856 CHARLOTTESVIL VA S467182595154292 CARD 2686
07/03/2017,-59.99,*,,PURCHASE AUTHORIZED ON 07/01 STACYS MUSIC SHOP CHARLOTTESVIL VA S587182586197551 CARD 2686
07/03/2017,-52.64,*,,PURCHASE AUTHORIZED ON 07/01 Amazon.com AMZN.COM/BILL WA S587182531557728 CARD 2686
07/03/2017,-3.78,*,,PURCHASE AUTHORIZED ON 06/30 KROGER #359 CHARLOTTESVLE VA S387181777120509 CARD 2686
07/03/2017,-12.67,*,,PURCHASE AUTHORIZED ON 06/30 FOODS OF ALL NATIO CHARLOTTESVIL VA S307181763471408 CARD 2686
07/03/2017,-6.66,*,,PURCHASE AUTHORIZED ON 06/30 CHICK-FIL-A #01856 CHARLOTTESVIL VA S587181579889339 CARD 7300
06/30/2017,36.84,*,,PURCHASE RETURN AUTHORIZED ON 06/30 TARGET T- 312 Connor D Charlottesvil VA P00000000855528821 CARD 7300
06/30/2017,-7.77,*,,PURCHASE AUTHORIZED ON 06/30 TARGET T- 312 Connor D Charlottesvil VA P00000000936362497 CARD 7300
06/30/2017,-57.19,*,,PURCHASE AUTHORIZED ON 06/30 Wal-Mart Super Center CHARLOTTESVIL VA P00000000984761850 CARD 7300
06/30/2017,-21.05,*,,PURCHASE AUTHORIZED ON 06/30 BEDBATH&BEYOND# 975A CHARLOTTESVIL VA P00387181533701954 CARD 7300
06/30/2017,-13.79,*,,PURCHASE AUTHORIZED ON 06/29 KILWINS CHARLOTTES CHARLOTTESVIL VA S587179859512281 CARD 2686
06/30/2017,1051.72,*,,"VIRGINIA INSTITU DIRECT DEP 170630 944703246586KJB NACK,ELIZABETH A"
06/29/2017,-785.49,*,,ONLINE TRANSFER REF #IBEY2X5P5H TO PLATINUM CARD XXXXXXXXXXXX8289 ON 06/29/17
06/29/2017,-10.75,*,,PURCHASE AUTHORIZED ON 06/28 CHRISTIANS PIZZA CHARLOTTESVIL VA S587179837910141 CARD 2686
06/29/2017,-19.73,*,,PURCHASE AUTHORIZED ON 06/28 TRADER JOE'S #661 CHARLOTTESVIL VA S467179477106694 CARD 7300
06/29/2017,-36.09,*,,PURCHASE AUTHORIZED ON 06/27 MAS RESTAURANT CHARLOTTESVIL VA S467179017762029 CARD 7300
06/28/2017,-18.99,*,,PURCHASE AUTHORIZED ON 06/27 COSTCO GAS #1184 CHARLOTTESVIL VA S307178636855112 CARD 7300
06/28/2017,-2.82,*,,PURCHASE AUTHORIZED ON 06/27 MARIEBETTE CAFE & CHARLOTTESVIL VA S467178629435342 CARD 7300
06/28/2017,-4.96,*,,PURCHASE AUTHORIZED ON 06/27 SQ *COFFEE ROASTER CHARLOTTESVIL VA S467178626166399 CARD 7300
06/28/2017,-150.8,*,,PURCHASE AUTHORIZED ON 06/27 ALBEMARLE GENERAL CHARLOTTESVLE VA S587178617128627 CARD 7300
06/27/2017,-0.99,*,,PURCHASE AUTHORIZED ON 06/26 APL* ITUNES.COM/BI 866-712-7753 CA S587177079319653 CARD 7300
06/27/2017,-7.37,*,,PURCHASE AUTHORIZED ON 06/25 JEFFERSON VINEYARD CHARLOTTESVIL VA S307176592445876 CARD 7300
06/26/2017,-7.5,*,,PURCHASE AUTHORIZED ON 06/25 CHIPOTLE 0798 CHARLOTTESVIL VA S387177074427951 CARD 2686
06/26/2017,-14.32,*,,PURCHASE AUTHORIZED ON 06/25 SQ *SALT CHARLOTTESVIL VA S307176583020273 CARD 7300
06/26/2017,-2.28,*,,PURCHASE AUTHORIZED ON 06/25 PANERA BREAD #2044 CHARLOTTESVIL VA S587176499780131 CARD 2686
06/26/2017,-5.44,*,,PURCHASE AUTHORIZED ON 06/25 PANERA BREAD #2044 CHARLOTTESVIL VA S307176482127862 CARD 2686
06/26/2017,-14.03,*,,PURCHASE AUTHORIZED ON 06/23 IVY PROVISIONS CHARLOTTESVIL VA S467174602012825 CARD 2686
06/26/2017,-5.74,*,,PURCHASE AUTHORIZED ON 06/23 STARBUCKS STORE 07 CHARLOTTESVIL VA S467174586621785 CARD 7300
06/23/2017,-84.71,*,,PURCHASE AUTHORIZED ON 06/23 KROGER 1159 EMMET S CHARLOTTESVIL VA P00000000281710798 CARD 7300
06/23/2017,421.53,*,,eDeposit in Branch/Store 06/23/17 05:20:07 PM 901 EMMET ST N CHARLOTTESVILLE VA 6110
06/22/2017,-2.05,*,,PURCHASE AUTHORIZED ON 06/22 WHOLEFDS CHV #10 1797 CHARLOTTESVIL VA P00307173483764850 CARD 7300
06/22/2017,-1.53,*,,PURCHASE AUTHORIZED ON 06/21 DUCK DONUTS - CHAR CHARLOTTESVIL VA S587172577913326 CARD 7300
06/22/2017,-4.96,*,,PURCHASE AUTHORIZED ON 06/20 CHICK-FIL-A #01856 CHARLOTTESVIL VA S307171679306719 CARD 7300
06/21/2017,-26.36,*,,PURCHASE AUTHORIZED ON 06/20 TRADER JOE'S #661 CHARLOTTESVIL VA S307171783136072 CARD 7300
06/20/2017,-60,*,,PURCHASE AUTHORIZED ON 06/19 WWW COSTCO COM 800-955-2292 WA S587170832651531 CARD 2686
06/20/2017,-17.91,*,,PURCHASE AUTHORIZED ON 06/19 COSTCO GAS #1184 CHARLOTTESVIL VA S587170468117360 CARD 7300
06/20/2017,-89.98,*,,PURCHASE AUTHORIZED ON 06/18 MIDWAYUSA COM 800-2433220 MO S387170104352704 CARD 2686
06/19/2017,-4.74,*,,PURCHASE AUTHORIZED ON 06/19 CVS/PHARM 00074--2823 WAYNESBORO VA P00000000932436564 CARD 7300
06/19/2017,-29.48,*,,PURCHASE AUTHORIZED ON 06/18 AFTON MOUNTAIN VIN AFTON VA S307169729150389 CARD 2686
06/19/2017,-3.27,*,,PURCHASE AUTHORIZED ON 06/17 BLOOP STONEFIELD CHARLOTTESVIL VA S307169087516154 CARD 7300
06/19/2017,-12.7,*,,PURCHASE AUTHORIZED ON 06/17 REGAL STONEFIELD S CHARLOTTESVIL VA S387168859666460 CARD 7300
06/19/2017,-107.3,*,,PURCHASE AUTHORIZED ON 06/17 KROGER #239 CHARLOTTSVILL VA S467168820877930 CARD 2686
06/19/2017,-14.68,*,,PURCHASE AUTHORIZED ON 06/17 THE HOME DEPOT #4654 WAYNESBORO VA P00387168511642772 CARD 7300
06/19/2017,-18.44,*,,PURCHASE AUTHORIZED ON 06/17 MOOSES BY THE CREE CHARLOTTESVIL VA S467168470456717 CARD 2686
06/19/2017,-100,*,,ATM WITHDRAWAL AUTHORIZED ON 06/17 901 EMMET STREET N CHARLOTTESVIL VA 0007329 ATM ID 0270G CARD 2686
06/19/2017,-17.98,*,,PURCHASE AUTHORIZED ON 06/16 WAYSIDE TAKEOUT&CA CHARLOTTESV VA S307167819171893 CARD 2686
06/19/2017,-12.57,*,,PURCHASE AUTHORIZED ON 06/16 TRADER JOE'S #661 CHARLOTTESVIL VA S387167577923337 CARD 7300
06/16/2017,-29.48,*,,PURCHASE AUTHORIZED ON 06/16 VICTORIA'S SECRET 0419 CHARLOTTESVIL VA P00307167752402069 CARD 7300
06/16/2017,-65.26,*,,PURCHASE AUTHORIZED ON 06/16 BELK #491 CHARLO 1581 CHARLOTTESVIL VA P00307167739152188 CARD 7300
06/15/2017,-22.97,*,,PURCHASE AUTHORIZED ON 06/15 WHOLEFDS CHV #10 1797 CHARLOTTESVIL VA P00307166486241535 CARD 7300
06/15/2017,-9.84,*,,PURCHASE AUTHORIZED ON 06/14 SQ *COFFEE BAR CHARLOTTESVIL VA S307165477256372 CARD 7300
06/15/2017,1051.73,*,,"VIRGINIA INSTITU DIRECT DEP 170615 798064197682KJB NACK,ELIZABETH A"
06/13/2017,-17.98,*,,PURCHASE AUTHORIZED ON 06/12 COSTCO GAS #1184 CHARLOTTESVIL VA S587163477062091 CARD 7300
06/13/2017,-45.5,*,,PURCHASE AUTHORIZED ON 06/11 CITIZEN BURGER BAR CHARLOTTESVIL VA S467162648768204 CARD 2686
06/12/2017,-27.38,*,,PURCHASE AUTHORIZED ON 06/11 POLLAK VINEYARDS GREENWOOD VA S307162726662673 CARD 2686
06/12/2017,-11.59,*,,PURCHASE AUTHORIZED ON 06/11 KILWINS CHARLOTTES CHARLOTTESVIL VA S467162071349480 CARD 7300
06/12/2017,-10.93,*,,PURCHASE AUTHORIZED ON 06/10 Devils Backbone Br Roseland VA S467162003255686 CARD 2686
06/12/2017,-11.48,*,,PURCHASE AUTHORIZED ON 06/10 Devils Backbone Br Roseland VA S467161840981981 CARD 2686
06/12/2017,-19.84,*,,PURCHASE AUTHORIZED ON 06/10 COSTCO GAS #1184 CHARLOTTESVIL VA S467161619738317 CARD 2686
06/12/2017,-15,*,,PURCHASE AUTHORIZED ON 06/10 SQ *GOSQ.COM IGNAC CHARLOTTESVIL VA S467161556729075 CARD 2686
06/12/2017,-5,*,,PURCHASE AUTHORIZED ON 06/09 LANIER PARKING 107 CHARLOTTESVIL VA S387161004577919 CARD 2686
06/12/2017,-5.52,*,,PURCHASE AUTHORIZED ON 06/09 MUDHOUSE DOWNTOWN CHARLOTTESVIL VA S387160846186325 CARD 2686
06/09/2017,-18,*,,PURCHASE AUTHORIZED ON 06/08 SQ *BOLD ROCK CELL CHARLOTTESVIL VA S587159818195465 CARD 2686
06/09/2017,-8.07,*,,PURCHASE AUTHORIZED ON 06/08 SQ *LAMPLIGHTER CO RICHMOND VA S307159537992245 CARD 2686
06/09/2017,-7.27,*,,PURCHASE AUTHORIZED ON 06/07 ARAMARK PAVILION X CHARLOTTESVIL VA S467158588332664 CARD 2686
06/08/2017,-8.87,*,,PURCHASE AUTHORIZED ON 06/07 HARRIS TEETER #017 CHARLOTTESVIL VA S467158785828441 CARD 7300
06/08/2017,-26.25,*,,PURCHASE AUTHORIZED ON 06/07 CHIPOTLE 0798 CHARLOTTESVIL VA S587158563758899 CARD 7300
